"","id","tax","var","x","sign","lab","tax_level","lfc","order"
"985","g__Campylobacter7","f__Campylobacteraceae","Hallmark DNA Repair",0.352133831547463,"+","+ Campylobacteraceae","Family",0.00208753755325471,2029
"986","g__Peptococcus6","f__Peptococcaceae","Hallmark DNA Repair",0.34522745161832,"-","- Peptococcaceae","Family",-0.000805292856104117,2023
"987","g__Pseudoramibacter_Eubacterium1","f__Eubacteriaceae","Hallmark DNA Repair",0.338489993586889,"-","- Eubacteriaceae","Family",-0.00149437937266084,2008
"988","f__Christensenellaceae59","f__Christensenellaceae","Hallmark DNA Repair",0.365094749192959,"-","- Christensenellaceae","Family",-0.00134072351950563,1738
"989","f__Clostridiaceae4","f__Clostridiaceae","Hallmark DNA Repair",0.470717430844764,"-","- Clostridiaceae","Family",-0.00700004528337907,1745
"990","f__Ruminococcaceae49","f__Ruminococcaceae","Hallmark DNA Repair",0.391272590915549,"-","- Ruminococcaceae","Family",-0.000236098114584012,1705
"991","g__Blautia38","f__Lachnospiraceae","Hallmark DNA Repair",0.425664744575921,"-","- Lachnospiraceae","Family",-0.000367911647579354,523
"992","s__muciniphila1","f__Verrucomicrobiaceae","Transcriptomic Age",0.30625422685798,"+","+ Verrucomicrobiaceae","Family",7.32404313554307e-06,4026
"993","g__Prevotella26","f__Prevotellaceae","Transcriptomic Age",0.311681044672568,"-","- Prevotellaceae","Family",-5.98280278898535e-05,3929
"994","g__[Prevotella]6","f__[Paraprevotellaceae]","Transcriptomic Age",0.309325865709963,"-","- [Paraprevotellaceae]","Family",-3.79442627970091e-05,4002
"995","g__Butyricimonas5","f__[Odoribacteraceae]","Transcriptomic Age",0.310948193583889,"-","- [Odoribacteraceae]","Family",-5.61007598333091e-05,3805
"996","g__Parabacteroides23","f__Porphyromonadaceae","Transcriptomic Age",0.324165851262265,"+","+ Porphyromonadaceae","Family",0.000187264152037672,3727
"997","f__[Barnesiellaceae]12","f__[Barnesiellaceae]","Transcriptomic Age",0.309015296978876,"-","- [Barnesiellaceae]","Family",-3.46760327413661e-05,3710
"998","f__S24-731","f__S24-7","Transcriptomic Age",0.306984609570502,"-","- S24-7","Family",-1.12825542597489e-05,3672
"999","g__Pedobacter2","f__Sphingobacteriaceae","Transcriptomic Age",0.306082445128074,"+","+ Sphingobacteriaceae","Family",2.80658757613774e-06,3628
"1000","s__meningoseptica1","f__[Weeksellaceae]","Transcriptomic Age",0.306883983515685,"-","- [Weeksellaceae]","Family",-1.09751787200182e-05,3596
"1001","s__putredinis1","f__Rikenellaceae","Transcriptomic Age",0.310335321239673,"-","- Rikenellaceae","Family",-4.95773709884481e-05,3566
"1002","g__Bacteroides23","f__Bacteroidaceae","Transcriptomic Age",0.305914119905151,"+","+ Bacteroidaceae","Family",6.84161020163645e-07,3501
"1003","f__Desulfovibrionaceae4","f__Desulfovibrionaceae","Transcriptomic Age",0.309809936349711,"+","+ Desulfovibrionaceae","Family",4.46328182468404e-05,3396
"1004","g__Sphingomonas3","f__Sphingomonadaceae","Transcriptomic Age",0.308349580512204,"-","- Sphingomonadaceae","Family",-2.88212413235825e-05,3352
"1005","f__Bradyrhizobiaceae3","f__Bradyrhizobiaceae","Transcriptomic Age",0.311419026323838,"-","- Bradyrhizobiaceae","Family",-5.89465873479344e-05,3323
"1006","s__diminuta2","f__Caulobacteraceae","Transcriptomic Age",0.305997562275407,"+","+ Caulobacteraceae","Family",1.49404274522322e-06,3313
"1007","f__Rhizobiaceae2","f__Rhizobiaceae","Transcriptomic Age",0.307977255120241,"-","- Rhizobiaceae","Family",-2.41216846122503e-05,3291
"1008","g__Stenotrophomonas3","f__Xanthomonadaceae","Transcriptomic Age",0.314600885996063,"-","- Xanthomonadaceae","Family",-8.70835197326173e-05,3274
"1009","s__veronii2","f__Pseudomonadaceae","Transcriptomic Age",0.308603269202269,"-","- Pseudomonadaceae","Family",-3.185626029035e-05,3266
"1010","g__Sutterella10","f__Alcaligenaceae","Transcriptomic Age",0.315955043329702,"+","+ Alcaligenaceae","Family",9.31508521727685e-05,3220
"1011","s__formigenes3","f__Oxalobacteraceae","Transcriptomic Age",0.307195421649338,"-","- Oxalobacteraceae","Family",-1.23803059438766e-05,3205
"1012","s__terrigena1","f__Comamonadaceae","Transcriptomic Age",0.307088925454476,"+","+ Comamonadaceae","Family",1.2334599292957e-05,3168
"1013","s__bryophila1","f__Burkholderiaceae","Transcriptomic Age",0.30964502540964,"+","+ Burkholderiaceae","Family",4.28744015170929e-05,3152
"1014","f__Succinivibrionaceae2","f__Succinivibrionaceae","Transcriptomic Age",0.307752128721629,"-","- Succinivibrionaceae","Family",-2.33675512177993e-05,3140
"1015","s__sakazakii1","f__Enterobacteriaceae","Transcriptomic Age",0.311171638456308,"-","- Enterobacteriaceae","Family",-5.65100830349374e-05,3114
"1016","s__parainfluenzae1","f__Pasteurellaceae","Transcriptomic Age",0.307862132690913,"+","+ Pasteurellaceae","Family",2.36153113127765e-05,3106
"1017","s__schindleri1","f__Moraxellaceae","Transcriptomic Age",0.307645048753772,"+","+ Moraxellaceae","Family",2.24153602058138e-05,3079
"1018","f__Victivallaceae4","f__Victivallaceae","Transcriptomic Age",0.306598012921957,"-","- Victivallaceae","Family",-8.70766087617073e-06,3060
"1019","g__Methanobrevibacter4","f__Methanobacteriaceae","Transcriptomic Age",0.306787218453116,"-","- Methanobacteriaceae","Family",-1.08508643697061e-05,3041
"1020","f__Peptostreptococcaceae1","f__Peptostreptococcaceae","Transcriptomic Age",0.309980768639688,"-","- Peptostreptococcaceae","Family",-4.69922415292297e-05,2957
"1021","f__[Mogibacteriaceae]40","f__[Mogibacteriaceae]","Transcriptomic Age",0.314084804899675,"+","+ [Mogibacteriaceae]","Family",8.45377326556207e-05,2788
"1022","g__Streptococcus6","f__Streptococcaceae","Transcriptomic Age",0.312561297093685,"+","+ Streptococcaceae","Family",7.15610020542553e-05,2738
"1023","s__biforme3","f__Erysipelotrichaceae","Transcriptomic Age",0.315226845366408,"-","- Erysipelotrichaceae","Family",-9.29487240527975e-05,2986
"1024","g__Fusobacterium6","f__Fusobacteriaceae","Transcriptomic Age",0.313262691122059,"-","- Fusobacteriaceae","Family",-8.05506269968818e-05,2661
"1025","g__Leptotrichia10","f__Leptotrichiaceae","Transcriptomic Age",0.310530599071075,"+","+ Leptotrichiaceae","Family",5.19601638368206e-05,2631
"1026","g__Slackia2","f__Coriobacteriaceae","Transcriptomic Age",0.313636076540427,"-","- Coriobacteriaceae","Family",-8.11472584387518e-05,2562
"1027","g__Phascolarctobacterium5","f__Veillonellaceae","Transcriptomic Age",0.31015557058771,"+","+ Veillonellaceae","Family",4.92272093519102e-05,2474
"1028","s__delbrueckii2","f__Lactobacillaceae","Transcriptomic Age",0.308873661070275,"+","+ Lactobacillaceae","Family",3.43880178072553e-05,2329
"1029","s__mesenteroides1","f__Leuconostocaceae","Transcriptomic Age",0.307422815156608,"+","+ Leuconostocaceae","Family",1.59304124746167e-05,2325
"1030","g__Turicibacter1","f__Turicibacteraceae","Transcriptomic Age",0.311971914663981,"+","+ Turicibacteraceae","Family",6.35271617827311e-05,2314
"1031","f__Gemellaceae2","f__Gemellaceae","Transcriptomic Age",0.306167893776794,"+","+ Gemellaceae","Family",3.9693198935985e-06,2304
"1032","f__Carnobacteriaceae1","f__Carnobacteriaceae","Transcriptomic Age",0.306691630114419,"-","- Carnobacteriaceae","Family",-9.57171424030294e-06,2284
"1033","g__Enterococcus2","f__Enterococcaceae","Transcriptomic Age",0.306337188777551,"-","- Enterococcaceae","Family",-8.49182050317701e-06,2282
"1034","f__Planococcaceae4","f__Planococcaceae","Transcriptomic Age",0.30873596247132,"+","+ Planococcaceae","Family",3.29034830644458e-05,2300
"1035","f__Bacillaceae1","f__Bacillaceae","Transcriptomic Age",0.307535862217217,"+","+ Bacillaceae","Family",1.95583680149494e-05,2270
"1036","g__Facklamia3","f__Aerococcaceae","Transcriptomic Age",0.3082208875945,"+","+ Aerococcaceae","Family",2.58066409764425e-05,2266
"1037","s__durum1","f__Corynebacteriaceae","Transcriptomic Age",0.308097184648403,"+","+ Corynebacteriaceae","Family",2.51067243182396e-05,2144
"1038","g__Brevibacterium1","f__Brevibacteriaceae","Transcriptomic Age",0.309486113054214,"+","+ Brevibacteriaceae","Family",4.12889337169452e-05,2125
"1039","g__Alloscardovia2","f__Bifidobacteriaceae","Transcriptomic Age",0.327257232561533,"-","- Bifidobacteriaceae","Family",-0.000243166278243849,2109
"1040","g__Actinomyces5","f__Actinomycetaceae","Transcriptomic Age",0.316973838760288,"+","+ Actinomycetaceae","Family",9.63561752165612e-05,2082
"1041","g__Micrococcus2","f__Micrococcaceae","Transcriptomic Age",0.307306674738755,"-","- Micrococcaceae","Family",-1.250910979017e-05,2111
"1042","g__Parvimonas1","f__[Tissierellaceae]","Transcriptomic Age",0.309165694109564,"+","+ [Tissierellaceae]","Family",3.49411492646935e-05,2846
"1043","g__Dehalobacterium7","f__Dehalobacteriaceae","Transcriptomic Age",0.306420963653144,"+","+ Dehalobacteriaceae","Family",8.58995711595454e-06,2048
"1044","g__Campylobacter7","f__Campylobacteraceae","Transcriptomic Age",0.320510504127585,"+","+ Campylobacteraceae","Family",0.000115475961017076,2029
"1045","g__Peptococcus6","f__Peptococcaceae","Transcriptomic Age",0.306507777901496,"+","+ Peptococcaceae","Family",8.5901799167621e-06,2023
"1046","g__Pseudoramibacter_Eubacterium1","f__Eubacteriaceae","Transcriptomic Age",0.310732881623571,"+","+ Eubacteriaceae","Family",5.34435325985886e-05,2008
"1047","f__Christensenellaceae59","f__Christensenellaceae","Transcriptomic Age",0.318419525931147,"-","- Christensenellaceae","Family",-0.00010537065214184,1738
"1048","f__Clostridiaceae4","f__Clostridiaceae","Transcriptomic Age",0.308476441663784,"+","+ Clostridiaceae","Family",3.12073944331444e-05,1745
"1049","f__Ruminococcaceae49","f__Ruminococcaceae","Transcriptomic Age",0.312893815360186,"-","- Ruminococcaceae","Family",-7.39224842975786e-05,1705
"1050","g__Blautia38","f__Lachnospiraceae","Transcriptomic Age",0.312276244534367,"+","+ Lachnospiraceae","Family",7.13460793683678e-05,523
"1051","s__muciniphila2","g__Akkermansia","LDL",0.446354339143823,"-","- Akkermansia","Genus",-0.00931476317575787,4025
"1052","g__[Prevotella]8","g__[Prevotella]","LDL",0.443927599511013,"+","+ [Prevotella]","Genus",0.0232836236521032,4000
"1053","s__copri5","g__Prevotella","LDL",0.487380804252042,"-","- Prevotella","Genus",-0.0136143654461063,3894
"1054","g__Paraprevotella9","g__Paraprevotella","LDL",0.386107328454488,"+","+ Paraprevotella","Genus",0.00045090005676085,3840
"1055","g__Porphyromonas27","g__Porphyromonas","LDL",0.574495204255922,"-","- Porphyromonas","Genus",-0.0289522963387628,3643
"1056","g__Butyricimonas21","g__Butyricimonas","LDL",0.407147910334687,"+","+ Butyricimonas","Genus",0.0052795678478935,3789
"1057","g__Odoribacter6","g__Odoribacter","LDL",0.417200890479223,"+","+ Odoribacter","Genus",0.00475527050927265,3781
"1058","s__distasonis3","g__Parabacteroides","LDL",0.422100266613483,"+","+ Parabacteroides","Genus",0.00283800145766723,3767
"1059","s__mizutaii2","g__Sphingobacterium","LDL",0.756169301364303,"+","+ Sphingobacterium","Genus",0.253907116287536,3623
"1060","g__Chryseobacterium4","g__Chryseobacterium","LDL",0.690267726131254,"-","- Chryseobacterium","Genus",-0.204836993253262,3590
"1061","s__massiliensis1","g__Alistipes","LDL",0.483393993759773,"+","+ Alistipes","Genus",0.00851503756079811,3544
"1062","g__Bacteroides71","g__Bacteroides","LDL",0.584916962715345,"+","+ Bacteroides","Genus",0.00905910952621214,3444
"1063","g__Bilophila1","g__Bilophila","LDL",0.400840007664415,"+","+ Bilophila","Genus",0.00268491762082168,3409
"1064","g__Desulfovibrio11","g__Desulfovibrio","LDL",0.709878277188182,"+","+ Desulfovibrio","Genus",0.0889009563249196,3381
"1065","g__Sphingomonas1","g__Sphingomonas","LDL",0.533619340449678,"-","- Sphingomonas","Genus",-0.0609138989092228,3354
"1066","s__diminuta4","g__Brevundimonas","LDL",1.54389003047451,"-","- Brevundimonas","Genus",-1.26413345913015,3311
"1067","s__acidaminiphila2","g__Stenotrophomonas","LDL",0.521126572593722,"+","+ Stenotrophomonas","Genus",0.0501732462674411,3283
"1068","g__Pseudoxanthomonas1","g__Pseudoxanthomonas","LDL",0.54802287076746,"-","- Pseudoxanthomonas","Genus",-0.07148960529789,3281
"1069","s__fragi1","g__Pseudomonas","LDL",0.670973198242067,"-","- Pseudomonas","Genus",-0.0986682579117156,3264
"1070","g__Achromobacter2","g__Achromobacter","LDL",0.623255544629917,"+","+ Achromobacter","Genus",0.0850125454975248,3233
"1071","g__Sutterella31","g__Sutterella","LDL",0.405820362099279,"+","+ Sutterella","Genus",0.00260727054690058,3187
"1072","g__Oxalobacter1","g__Oxalobacter","LDL",0.385149203526044,"+","+ Oxalobacter","Genus",0.000490025796844281,3208
"1073","s__bryophila1","g__Burkholderia","LDL",0.415667485291047,"+","+ Burkholderia","Genus",0.0136831322494946,3152
"1074","g__Succinivibrio1","g__Succinivibrio","LDL",0.52719011984458,"+","+ Succinivibrio","Genus",0.0667070826287995,3139
"1075","s__marcescens2","g__Serratia","LDL",1.11939971893654,"+","+ Serratia","Genus",1.03922028496501,3113
"1076","s__influenzae1","g__Haemophilus","LDL",1.98905425055796,"-","- Haemophilus","Genus",-0.637054807511195,3095
"1077","g__Acinetobacter3","g__Acinetobacter","LDL",1.0048911569265,"+","+ Acinetobacter","Genus",0.482251140050439,3078
"1078","g__Methanobrevibacter2","g__Methanobrevibacter","LDL",0.408512673272344,"+","+ Methanobrevibacter","Genus",0.00762871603408968,3043
"1079","g__Holdemania2","g__Holdemania","LDL",0.469226845910719,"+","+ Holdemania","Genus",0.00840647845926836,3008
"1080","g__cc_1154","g__cc_115","LDL",0.403263372586585,"+","+ cc_115","Genus",0.00669561263795596,2989
"1081","s__biforme11","g__[Eubacterium]","LDL",0.395273378713756,"+","+ [Eubacterium]","Genus",0.00236095502255182,2978
"1082","g__SMB532","g__SMB53","LDL",0.844383581495737,"-","- SMB53","Genus",-0.162339606471529,2954
"1083","g__Peptostreptococcus1","g__Peptostreptococcus","LDL",0.435092303740745,"+","+ Peptostreptococcus","Genus",0.0197446070273316,2947
"1084","g__Peptoniphilus15","g__Peptoniphilus","LDL",0.505130331474387,"-","- Peptoniphilus","Genus",-0.0226143873132778,2923
"1085","g__Anaerococcus36","g__Anaerococcus","LDL",0.495821590661203,"-","- Anaerococcus","Genus",-0.0196980797644245,2869
"1086","g__1-683","g__1-68","LDL",0.411298304294158,"-","- 1-68","Genus",-0.00905808591803121,2859
"1087","g__Finegoldia1","g__Finegoldia","LDL",0.884637056818443,"-","- Finegoldia","Genus",-0.169126163549706,2856
"1088","g__Gallicola3","g__Gallicola","LDL",0.425588437169773,"+","+ Gallicola","Genus",0.0218680569279296,2848
"1089","g__Parvimonas2","g__Parvimonas","LDL",0.556132914156207,"-","- Parvimonas","Genus",-0.0514091397149471,2845
"1090","g__ph24","g__ph2","LDL",0.441589568103104,"-","- ph2","Genus",-0.0148803410919391,2839
"1091","g__Mogibacterium2","g__Mogibacterium","LDL",0.398535369420132,"-","- Mogibacterium","Genus",-0.00598034005580829,2829
"1092","g__Lactococcus2","g__Lactococcus","LDL",0.540549348490061,"-","- Lactococcus","Genus",-0.0267136637147241,2753
"1093","g__Streptococcus14","g__Streptococcus","LDL",2.06017092520667,"-","- Streptococcus","Genus",-0.386315418319959,2729
"1094","g__Catenibacterium14","g__Catenibacterium","LDL",0.462995853455232,"+","+ Catenibacterium","Genus",0.0238365529142303,2707
"1095","s__ramosum3","g__Clostridium","LDL",0.396340468680295,"+","+ Clostridium","Genus",0.00275805648824296,2687
"1096","g__Coprobacillus4","g__Coprobacillus","LDL",0.384207651431462,"-","- Coprobacillus","Genus",-0.000115878705588793,2679
"1097","g__Fusobacterium5","g__Fusobacterium","LDL",0.731809081518064,"-","- Fusobacterium","Genus",-0.141780012160925,2662
"1098","g__Sneathia3","g__Sneathia","LDL",0.389082080758686,"+","+ Sneathia","Genus",0.00335972786978347,2642
"1099","s__aerofaciens3","g__Collinsella","LDL",0.423827680530315,"+","+ Collinsella","Genus",0.00303022986580286,2619
"1100","s__vaginae1","g__Atopobium","LDL",0.457056022060297,"-","- Atopobium","Genus",-0.0220499218980509,2594
"1101","g__Adlercreutzia5","g__Adlercreutzia","LDL",0.393173158412623,"+","+ Adlercreutzia","Genus",0.00183127829413847,2572
"1102","g__Slackia2","g__Slackia","LDL",0.433073282465001,"-","- Slackia","Genus",-0.0125807408245429,2562
"1103","s__lenta6","g__Eggerthella","LDL",0.420413303290523,"-","- Eggerthella","Genus",-0.00525353393915696,2548
"1104","g__Acidaminococcus3","g__Acidaminococcus","LDL",0.392132747684823,"-","- Acidaminococcus","Genus",-0.0039081731089444,2462
"1105","g__Phascolarctobacterium19","g__Phascolarctobacterium","LDL",0.402035292212207,"-","- Phascolarctobacterium","Genus",-0.00277086575710144,2456
"1106","g__Dialister8","g__Dialister","LDL",0.638149722786817,"-","- Dialister","Genus",-0.0284421246201402,2442
"1107","s__parvula2","g__Veillonella","LDL",1.45486663114207,"-","- Veillonella","Genus",-0.526601037293371,2406
"1108","g__Megasphaera4","g__Megasphaera","LDL",0.500345289896599,"+","+ Megasphaera","Genus",0.0275130207701243,2399
"1109","g__Megamonas2","g__Megamonas","LDL",0.431122482213054,"-","- Megamonas","Genus",-0.0236073792456113,2383
"1110","s__helveticus5","g__Lactobacillus","LDL",1.18925984411506,"-","- Lactobacillus","Genus",-0.321184185916177,2333
"1111","g__Weissella1","g__Weissella","LDL",0.40452391610819,"-","- Weissella","Genus",-0.0120698827572361,2321
"1112","g__Turicibacter3","g__Turicibacter","LDL",0.439343939137457,"-","- Turicibacter","Genus",-0.00965254344887982,2312
"1113","g__Enterococcus1","g__Enterococcus","LDL",1.0667558923341,"-","- Enterococcus","Genus",-0.34698222168879,2283
"1114","g__Bacillus3","g__Bacillus","LDL",0.451497655109344,"-","- Bacillus","Genus",-0.0293996217376347,2274
"1115","g__Facklamia3","g__Facklamia","LDL",0.42921966809232,"-","- Facklamia","Genus",-0.0193279338949295,2266
"1116","g__Corynebacterium6","g__Corynebacterium","LDL",0.472567204774688,"-","- Corynebacterium","Genus",-0.0150655636053222,2149
"1117","g__Brevibacterium2","g__Brevibacterium","LDL",0.38807847232787,"+","+ Brevibacterium","Genus",0.00232238235042512,2124
"1118","g__Bifidobacterium1","g__Bifidobacterium","LDL",0.391111220743115,"+","+ Bifidobacterium","Genus",0.000822075358860053,2108
"1119","g__Gardnerella2","g__Gardnerella","LDL",0.383283983529622,"+","+ Gardnerella","Genus",8.15042556036497e-05,2096
"1120","g__Mobiluncus1","g__Mobiluncus","LDL",0.515464327213891,"-","- Mobiluncus","Genus",-0.0446929656445243,2091
"1121","g__Varibaculum2","g__Varibaculum","LDL",0.596387265869845,"-","- Varibaculum","Genus",-0.0400645658471727,2088
"1122","g__Actinomyces6","g__Actinomyces","LDL",1.65962223760811,"-","- Actinomyces","Genus",-0.442790495662319,2081
"1123","s__mucilaginosa4","g__Rothia","LDL",0.91949088435927,"-","- Rothia","Genus",-0.327079562228059,2072
"1124","g__WAL_1855D3","g__WAL_1855D","LDL",0.390100156636529,"-","- WAL_1855D","Genus",-0.00218767089135709,2060
"1125","g__Dehalobacterium10","g__Dehalobacterium","LDL",0.397424087246123,"+","+ Dehalobacterium","Genus",0.00747885314585354,2038
"1126","g__Campylobacter1","g__Campylobacter","LDL",1.29012507533729,"-","- Campylobacter","Genus",-0.38980551334878,2036
"1127","g__Peptococcus2","g__Peptococcus","LDL",0.564941605264034,"-","- Peptococcus","Genus",-0.0465886041492231,2027
"1128","g__rc4-42","g__rc4-4","LDL",0.394231034135715,"+","+ rc4-4","Genus",0.00647596936978898,2020
"1129","g__Pseudoramibacter_Eubacterium2","g__Pseudoramibacter_Eubacterium","LDL",0.479610906196414,"-","- Pseudoramibacter_Eubacterium","Genus",-0.0344849113132867,2007
"1130","s__pullicaecorum6","g__Butyricicoccus","LDL",0.387086827714924,"-","- Butyricicoccus","Genus",-0.000699955082174267,1855
"1131","s__ramosum3","g__Clostridium","LDL",0.653999267263247,"-","- Clostridium","Genus",-0.0221316691718839,2687
"1132","s__ramosum3","g__Clostridium","LDL",0.409902120635216,"-","- Clostridium","Genus",-0.00511726743434919,2687
"1133","g__Anaerotruncus2","g__Anaerotruncus","LDL",0.781983848308032,"+","+ Anaerotruncus","Genus",0.124701276480411,1607
"1134","s__prausnitzii54","g__Faecalibacterium","LDL",0.609116348631585,"+","+ Faecalibacterium","Genus",0.0051817279375675,1487
"1135","s__formicilis20","g__Gemmiger","LDL",0.418781283915977,"-","- Gemmiger","Genus",-0.00245284810787698,1431
"1136","s__flavefaciens6","g__Ruminococcus","LDL",0.510168583131477,"-","- Ruminococcus","Genus",-0.00538482096787337,1351
"1137","g__Oscillospira102","g__Oscillospira","LDL",0.491556011245498,"+","+ Oscillospira","Genus",0.00484256280091006,1043
"1138","g__Coprococcus41","g__Coprococcus","LDL",0.412715480713487,"-","- Coprococcus","Genus",-0.000733443740161898,809
"1139","g__Lachnospira27","g__Lachnospira","LDL",0.957787521538379,"-","- Lachnospira","Genus",-0.105715241425316,722
"1140","g__Anaerostipes14","g__Anaerostipes","LDL",0.466039116086383,"-","- Anaerostipes","Genus",-0.00665770053304931,647
"1141","g__Dorea35","g__Dorea","LDL",0.427376431405553,"-","- Dorea","Genus",-0.00130495504478016,85
"1142","g__Blautia26","g__Blautia","LDL",0.43717973264578,"-","- Blautia","Genus",-0.00105855044737442,535
"1143","s__flavefaciens6","g__Ruminococcus","LDL",0.45996516826909,"+","+ Ruminococcus","Genus",0.0116644274420383,1351
"1144","g__Roseburia17","g__Roseburia","LDL",0.47600376419785,"-","- Roseburia","Genus",-0.00353950290537317,390
"1145","g__Shuttleworthia3","g__Shuttleworthia","LDL",0.399673273899971,"-","- Shuttleworthia","Genus",-0.00625690417190127,308
"1146","g__Lachnobacterium4","g__Lachnobacterium","LDL",0.414169024267012,"+","+ Lachnobacterium","Genus",0.0104186150410586,301
"1147","g__[Ruminococcus]7","g__[Ruminococcus]","LDL",0.448872030055739,"+","+ [Ruminococcus]","Genus",0.00232343891974732,603
"1148","s__ramosum3","g__Clostridium","LDL",0.454235747991416,"+","+ Clostridium","Genus",0.00189030299406262,2687
"1149","s__indoligenes1","g__Moryella","LDL",0.81025691726843,"-","- Moryella","Genus",-0.22146091843503,214
"1150","s__muciniphila2","g__Akkermansia","HDL",0.370973172847503,"+","+ Akkermansia","Genus",0.00165799266097981,4025
"1151","g__[Prevotella]8","g__[Prevotella]","HDL",0.4350954708189,"+","+ [Prevotella]","Genus",0.0234731988044689,4000
"1152","s__copri5","g__Prevotella","HDL",0.4176385512663,"+","+ Prevotella","Genus",0.00512074001491901,3894
"1153","g__Paraprevotella9","g__Paraprevotella","HDL",0.38148231971843,"-","- Paraprevotella","Genus",-0.00530597767325557,3840
"1154","g__Porphyromonas27","g__Porphyromonas","HDL",1.45465797171141,"+","+ Porphyromonas","Genus",0.480076500916665,3643
"1155","g__Butyricimonas21","g__Butyricimonas","HDL",0.359879463213863,"+","+ Butyricimonas","Genus",0.000969956968520934,3789
"1156","g__Odoribacter6","g__Odoribacter","HDL",0.354817964007837,"+","+ Odoribacter","Genus",0.000137636919461503,3781
"1157","s__distasonis3","g__Parabacteroides","HDL",0.36421668698875,"+","+ Parabacteroides","Genus",0.00035925593441996,3767
"1158","s__mizutaii2","g__Sphingobacterium","HDL",0.383947926494647,"+","+ Sphingobacterium","Genus",0.0138844528603161,3623
"1159","g__Chryseobacterium4","g__Chryseobacterium","HDL",0.491918422360211,"-","- Chryseobacterium","Genus",-0.0901795326810446,3590
"1160","s__massiliensis1","g__Alistipes","HDL",0.555912917940277,"+","+ Alistipes","Genus",0.0216762938710406,3544
"1161","g__Bacteroides71","g__Bacteroides","HDL",0.420200798519449,"+","+ Bacteroides","Genus",0.00165887694363675,3444
"1162","g__Bilophila1","g__Bilophila","HDL",0.387903255188917,"+","+ Bilophila","Genus",0.00212277767156309,3409
"1163","g__Desulfovibrio11","g__Desulfovibrio","HDL",0.397159520280565,"-","- Desulfovibrio","Genus",-0.00710850348726214,3381
"1164","g__Sphingomonas1","g__Sphingomonas","HDL",0.404390504929975,"-","- Sphingomonas","Genus",-0.0199883231059808,3354
"1165","s__diminuta4","g__Brevundimonas","HDL",0.428673859007979,"+","+ Brevundimonas","Genus",0.0265296775846426,3311
"1166","s__acidaminiphila2","g__Stenotrophomonas","HDL",0.883434262241042,"-","- Stenotrophomonas","Genus",-0.480605512345912,3283
"1167","g__Pseudoxanthomonas1","g__Pseudoxanthomonas","HDL",0.425706124767725,"-","- Pseudoxanthomonas","Genus",-0.0316251856893727,3281
"1168","s__fragi1","g__Pseudomonas","HDL",1.72385338479783,"-","- Pseudomonas","Genus",-1.18625314021366,3264
"1169","g__Achromobacter2","g__Achromobacter","HDL",0.523871961821964,"-","- Achromobacter","Genus",-0.0957993590888069,3233
"1170","g__Sutterella31","g__Sutterella","HDL",0.368302765073442,"-","- Sutterella","Genus",-0.000886702850976979,3187
"1171","g__Oxalobacter1","g__Oxalobacter","HDL",0.359206945498307,"-","- Oxalobacter","Genus",-0.00167652219321152,3208
"1172","s__bryophila1","g__Burkholderia","HDL",0.382693999402782,"-","- Burkholderia","Genus",-0.00747297231663028,3152
"1173","g__Succinivibrio1","g__Succinivibrio","HDL",0.569268801751457,"+","+ Succinivibrio","Genus",0.146848226753798,3139
"1174","s__marcescens2","g__Serratia","HDL",0.48553609025249,"+","+ Serratia","Genus",0.090355812427632,3113
"1175","s__influenzae1","g__Haemophilus","HDL",0.358550367707924,"-","- Haemophilus","Genus",-0.00108505182476854,3095
"1176","g__Acinetobacter3","g__Acinetobacter","HDL",3.36306110114231,"-","- Acinetobacter","Genus",-2.11626259006247,3078
"1177","g__Methanobrevibacter2","g__Methanobrevibacter","HDL",0.353666209668368,"-","- Methanobrevibacter","Genus",-0.000320210902734571,3043
"1178","g__Holdemania2","g__Holdemania","HDL",0.386538723953404,"-","- Holdemania","Genus",-0.00167455961078156,3008
"1179","g__cc_1154","g__cc_115","HDL",0.376962018281874,"+","+ cc_115","Genus",0.00419504309610426,2989
"1180","s__biforme11","g__[Eubacterium]","HDL",0.353103064908549,"+","+ [Eubacterium]","Genus",2.40283857326687e-05,2978
"1181","g__SMB532","g__SMB53","HDL",0.638678088050949,"-","- SMB53","Genus",-0.0992059322211151,2954
"1182","g__Peptostreptococcus1","g__Peptostreptococcus","HDL",0.37917195529279,"-","- Peptostreptococcus","Genus",-0.00729952637457433,2947
"1183","g__Peptoniphilus15","g__Peptoniphilus","HDL",1.20998255035448,"+","+ Peptoniphilus","Genus",0.341386698387517,2923
"1184","g__Anaerococcus36","g__Anaerococcus","HDL",0.663252738285281,"+","+ Anaerococcus","Genus",0.0842379315621352,2869
"1185","g__1-683","g__1-68","HDL",0.72422423712879,"+","+ 1-68","Genus",0.130367338391463,2859
"1186","g__Finegoldia1","g__Finegoldia","HDL",0.544073729302225,"+","+ Finegoldia","Genus",0.0375113207265302,2856
"1187","g__Gallicola3","g__Gallicola","HDL",0.385220504718885,"+","+ Gallicola","Genus",0.0110703761961131,2848
"1188","g__Parvimonas2","g__Parvimonas","HDL",0.468489167346276,"+","+ Parvimonas","Genus",0.0405173943366605,2845
"1189","g__ph24","g__ph2","HDL",0.533623380016219,"+","+ ph2","Genus",0.0539016663826512,2839
"1190","g__Mogibacterium2","g__Mogibacterium","HDL",0.450044536036999,"+","+ Mogibacterium","Genus",0.0175477403367826,2829
